did,group,followers_count,total_likes,avg_jump_size,valid_post_count
did:plc:kjzyxn5lcoikjdi725z42d5k,WANNABE,1678,242,1.7813267813267812,407
did:plc:yzoyqxufv3bia47fpbewahsr,WANNABE,1678,682,3.4059701492537315,335
did:plc:kc3fajdodaa64kbjqzri57vl,WANNABE,1677,285,10.28888888888889,45
did:plc:ww2twmzftf6un3uwnsphkxq5,WANNABE,1677,1045,4.5546875,384
did:plc:gx7klfppknrzlshqgqsou7ta,WANNABE,1676,1903,3.642431466030989,839
did:plc:dwuvowvdzep5m7xlvruvm42e,WANNABE,1676,22,1.5192307692307692,52
did:plc:cib4gx2p4robpnfo3vhkjvca,WANNABE,1675,1136,2.841991341991342,924
did:plc:yekk7asvzeh67moklj7evrhy,WANNABE,1674,27732,119.67226890756302,238
did:plc:xrdynkd4m7r4rmx2e64mygnt,WANNABE,1674,100,7.6,20
did:plc:yy5vpbs4llgqkxjmzni2bg73,WANNABE,1674,189,4.616666666666666,60
did:plc:r7tlppfulekqhjik2fmowk24,WANNABE,1673,39,3.5,18
did:plc:7ugjdtjguhfydz5vpeucrkqn,WANNABE,1672,1120,5.72945205479452,292
did:plc:lupvg4gxl4u3eqtbxl4d52jp,WANNABE,1671,6960,4.224467701190906,2771
did:plc:imbcdvnrjjaa3pq63zdp6o5d,WANNABE,1671,325,3.138364779874214,159
did:plc:v5hy3wtbvlcq467iybi2x6sh,WANNABE,1670,396,4.830769230769231,130
did:plc:u3b5rqprmree5imunggkmyt6,WANNABE,1670,3160,28.248175182481752,137
did:plc:oj4ajoici3fg2j635pdcunjm,WANNABE,1668,736,3.843260188087774,319
did:plc:ga3hd6m2zmoruwbsoyxuoc57,WANNABE,1668,328,2.896039603960396,202
did:plc:antym5rfldx7z4ie7qh72enq,WANNABE,1668,3691,4.839638157894737,1216
did:plc:2dmo2kyqnao6ic637whl3s65,WANNABE,1668,3893,5.728419010669253,1031
did:plc:eyckkfcuml25zedkmywmqg4f,WANNABE,1668,351,1.858951175406872,553
did:plc:mz5hgpfdmmfi4msj4pq4nrts,WANNABE,1666,1883,3.1738299904489016,1047
did:plc:anjiuawhobql5a5xdks5lpwo,WANNABE,1666,6488,25.61755485893417,319
did:plc:zmuav4sywd3yu4vztirftu3b,WANNABE,1666,677,6.160256410256411,156
did:plc:vsqmb5lbpsb4cvxtokkfe3zq,WANNABE,1665,9946,6.191300675675675,2368
did:plc:xkujjpdgci3r3vvnxzvx7twd,WANNABE,1665,141,4.018867924528302,53
did:plc:hdpylctvu524xuqtepxeaj4s,WANNABE,1664,89,4.0588235294117645,34
did:plc:syxzzcoxtqkfw4or5pmqdzub,WANNABE,1663,4811,3.356764394206994,2831
did:plc:acaxjqtsch3tdnrb5g2pywak,WANNABE,1663,14609,6.815833612881583,2981
did:plc:7n5m3cdeudcq5opo4o2tyk4b,WANNABE,1663,291,6.048387096774194,62
did:plc:dakur56r54hjuhqwvye2lrsi,WANNABE,1662,1011,11.522522522522523,111
did:plc:gkywgkofhfsnm6a6ain6mtgr,WANNABE,1662,5836,3.869010685970355,2901
did:plc:fd75wriuznu6i6uwy5zqu7af,WANNABE,1662,12110,16.850056369785793,887
did:plc:w5og4s43gklzoavq4ousbzkq,WANNABE,1662,914,16.353846153846153,65
did:plc:tor3gmixsl5hetntihkwidya,WANNABE,1661,98,1.153944020356234,786
did:plc:sklrnk7qub5zulbgic7imw5v,WANNABE,1661,1166,2.1222707423580784,1374
did:plc:qsj7mu5q2hkkun2emrxbx5sd,WANNABE,1660,4770,3.708312593330015,2009
did:plc:ukajoiyhrbbiiu7qpcz43aha,WANNABE,1660,1138,3.3339350180505414,554
did:plc:ssm2k77ai7jykilbs3hcaris,WANNABE,1660,574,3.62781954887218,266
did:plc:hppetekow7nc7cpab47zfx2y,WANNABE,1658,920,2.246994535519126,915
did:plc:z6qgjkfnycpqyzfrpqmmmvw2,WANNABE,1658,2690,1.9866342648845687,3292
did:plc:w5zojbxgspofeygfetqmbcst,WANNABE,1658,560,1.529641185647426,1282
did:plc:rhxydi4ojb3s5dn2vrxx4avn,WANNABE,1658,7686,6.262569832402234,1790
did:plc:f46cyufzflbwmrxvjrpylgat,WANNABE,1658,1516,2.8373831775700933,1070
did:plc:z3fvb2yzfgbauyfxegs2sydl,WANNABE,1657,12776,19.8978102189781,685
did:plc:pg6ynn2ky3jv7wvwrlpg344d,WANNABE,1657,18215,36.18505338078292,562
did:plc:ltsxe5awccd7h4rmmyrxzqu5,WANNABE,1657,159,1.271375464684015,807
did:plc:cug4n7kcxo2aovw23ufuzm4q,WANNABE,1656,847,1.8091482649842272,1268
did:plc:px54xqubzxamiko3iadivp2s,WANNABE,1656,219,10.48148148148148,27
did:plc:vlxunjxigdsxdawpxfvs6nzy,WANNABE,1656,3000,5.317210348706412,889
did:plc:34gprwwxiewrgnm46xivog4u,WANNABE,1655,6874,4.487804878048781,2583
did:plc:t35zi5v2zqzismv6vdamdjve,WANNABE,1655,3382,10.39379474940334,419
did:plc:qk3zqgmiklgmdsdpsfy5ddom,WANNABE,1655,2259,11.728624535315983,269
did:plc:f6h3mc6yrd5jtiyxwrjj3k77,WANNABE,1655,2319,2.8378006872852235,1455
did:plc:z26g2buvnxc6uvc7xnlkra54,WANNABE,1654,74,3.073170731707317,41
did:plc:5j3m7h763tusnahec6t2mey6,WANNABE,1654,1670,4.356677524429967,614
did:plc:jviegbwpkc4mnqwz4komckl4,WANNABE,1653,3324,4.5813356164383565,1168
did:plc:p36mh3u5ipqmbamg44sh6rdr,WANNABE,1653,108,2.359375,128
did:plc:dzbr3ageh4anuxhecobykm3p,WANNABE,1653,468,2.170556552962298,557
did:plc:xcpuhiaxasqsw6jiwrnwjiyv,WANNABE,1652,898,3.325635103926097,433
did:plc:6t7gqpusn34d5smcif3sgfev,WANNABE,1652,4188,3.3306621678616617,2371
did:plc:dt2il3edkvff55hbkbs25dbk,WANNABE,1651,398,4.892857142857143,112
did:plc:jjnf7v3hvuifeilipqpin7xl,WANNABE,1651,17041,8.478825136612022,2928
did:plc:yedo2u5whiux42weww7lgybr,WANNABE,1650,1449,3.027491408934708,873
did:plc:f5xpjuqqv24qxf5ftjf3rhqb,WANNABE,1649,4394,12.632380952380952,525
did:plc:xwipzb7c3g7r2fcasjzdisto,WANNABE,1649,3452,9.037549407114623,506
did:plc:nvjq6lwsksc54uogt7gdrli4,WANNABE,1649,197,3.4347826086956523,92
did:plc:eoguze7rkz6g2ooqmrzpz4qy,WANNABE,1648,45,2.764705882352941,34
did:plc:mkkjg4rjnijktzovwutktu6b,WANNABE,1648,5310,4.157894736842105,1919
did:plc:mmkztacuxhuqvqhr54cuaezz,WANNABE,1648,391,3.065843621399177,243
did:plc:m3yyihvwqyorh7eri7amknql,WANNABE,1648,3745,7.752721617418351,643
did:plc:fsw6rlchxulpxygxpqcnifka,WANNABE,1647,458,4.673202614379085,153
did:plc:bu7uyual7xw2pq2vbbpqpxrv,WANNABE,1646,3122,4.759429153924566,981
did:plc:n3f2wwxut42sq47stijfe56r,WANNABE,1645,188,3.6,85
did:plc:bq33sua7he6espk4na227xhq,WANNABE,1645,374,16.419354838709676,31
did:plc:k62scanac6tgohaancflbexx,WANNABE,1645,541,3.043835616438356,365
did:plc:dzsdc7h5frbquhtzgpv4jzr2,WANNABE,1645,2639,4.914619883040936,855
did:plc:mfv6lqsdlogn6577ve555rvo,WANNABE,1644,9669,6.975508077123502,1919
did:plc:iwwqcjfiizwb3xrnb5s7nfqm,WANNABE,1644,3367,6.73252688172043,744
did:plc:2xpkkxsnvfbqpawgy7e3njhz,WANNABE,1644,701,2.6688453159041394,459
did:plc:ljaeahu2lfplhlkrj7g3ag7i,WANNABE,1644,4829,18.82608695652174,322
did:plc:jnbrbbvrc5wcvszuyzklkwnw,WANNABE,1644,248,2.601123595505618,178
did:plc:qwt5g7ibouh6645xqnlq7r7b,WANNABE,1642,999,27.13953488372093,43
did:plc:gcz7d5u6okzokqn7rtpojjx4,WANNABE,1642,38,1.2408376963350785,191
did:plc:ajrboxqgfxy6tg4i2jxkfcjj,WANNABE,1642,12443,16.364044943820225,890
did:plc:db3chfqxlrsnjp2lqo4oycls,WANNABE,1642,338,1.896838602329451,601
did:plc:idaq34woon7eigqcrznpc4gq,WANNABE,1641,320,2.969543147208122,197
did:plc:jfhh6v4zonwkp4cxf5nzq6ey,WANNABE,1641,3018,18.900523560209425,191
did:plc:ansxi67hr34zcpepuw4467k4,WANNABE,1641,3731,10.019607843137257,510
did:plc:wvlqj5qp345rbfl35i3ezcbr,WANNABE,1641,7242,6.280986372485399,1541
did:plc:kix7qhvbrt2alodqzmjdu5aa,WANNABE,1641,3137,15.164,250
did:plc:3hu43rp3i265fybuilao7m5b,WANNABE,1640,2011,8.032697547683924,367
did:plc:qq2qhtjxdv43few4txmsgesz,WANNABE,1640,218,2.711267605633803,142
did:plc:gi4a6q7ndrha37imjpfui6ac,WANNABE,1639,158,2.735294117647059,102
did:plc:wvbvcmhstrvtev6dkmiafyld,WANNABE,1639,548,2.446069469835466,547
did:plc:gi3qngxivhs44x4bcrojevql,WANNABE,1639,3548,2.8313063946645745,2549
did:plc:mcuwnkd5pk4rjjbp5mybzdho,WANNABE,1637,6079,4.789225941422594,1912
did:plc:rsnpjqw4cjtugpw2mt565ahu,WANNABE,1637,279,2.951219512195122,164
did:plc:a4mruem4f2ipbmmk6lwm5dn5,WANNABE,1637,3250,4.068075117370892,1278
did:plc:ix4cvsaz2hgma2eydvahga3h,WANNABE,1637,514,3.0066006600660065,303
did:plc:zf4gy672hqv3lledpr6ielrm,WANNABE,1637,6533,8.195615514333895,1186
did:plc:j2njvxgabg5h37n3j4avamaz,WANNABE,1636,155,5.3,40
did:plc:a2owvm7xf4j45nzng5by45a4,WANNABE,1635,73,1.1146732429099877,811
did:plc:k7z73w3zpjelo6dn4ockwogd,WANNABE,1635,3292,4.901785714285714,1008
did:plc:y77kuuxref2zbcy5hcb5277p,WANNABE,1635,93,4.884615384615385,26
did:plc:ljdk2li53uw45zoaipj6wxiy,WANNABE,1634,12535,75.92090395480226,177
did:plc:g7ys3llvafr6w4lvu6p2disf,WANNABE,1633,889,2.547914317925592,887
did:plc:tbw2exy4zoftkwtpqo4j7nyq,WANNABE,1633,1095,3.74468085106383,470
did:plc:wvj77lpvtufet76t2kgbxgk4,WANNABE,1633,12324,5.9990085922009255,3026
did:plc:qsb2qaewimpfeiydylqptyvw,WANNABE,1633,5532,15.049217002237135,447
did:plc:e7ggndpaefw44lyujks4o56b,WANNABE,1633,1640,27.512820512820515,78
did:plc:dmv5vtkcbnj6aahl27oniest,WANNABE,1632,823,5.087591240875913,274
did:plc:2fbybcarcutaxehshhw2w5f4,WANNABE,1631,7809,9.153625954198471,1048
did:plc:5g3twbb24ankrpkvwyearmxl,WANNABE,1631,261,2.487309644670051,197
did:plc:nxrwpxbz2hfubouh4ejk4jpd,WANNABE,1630,3678,4.400743494423792,1345
did:plc:gbud3onrtw2ttjyndgfce6k4,WANNABE,1630,702,11.048780487804878,82
did:plc:2rmukftsyjmg7oqf5oizftgu,WANNABE,1630,119,1.9928057553956835,139
did:plc:2sv2ldcclraoq4sbp3hikvkh,WANNABE,1629,349,1.952191235059761,753
did:plc:hytfm7hou5zind7mzhugwd7b,WANNABE,1629,588,3.467857142857143,280
did:plc:76uuxijr2ecnviovegqkmtib,WANNABE,1628,328,2.113095238095238,336
did:plc:6h7dazxukphhgrom3ohd2tfp,WANNABE,1628,1052,3.601279317697228,469
did:plc:zj4huisnzln67wuxnpndaoce,WANNABE,1628,417,10.16,50
did:plc:gvjrexpvlan4kzxuqlzfbl7o,WANNABE,1627,5621,3.89119569396386,2601
did:plc:qvjupv5fhrfsbozcfj5vxeal,WANNABE,1627,1103,5.046099290780142,282
did:plc:5dnexdf2vzzixwyi5vrceso3,WANNABE,1627,228,3.8260869565217392,92
did:plc:wzog7x62zih7lzljlg232lzr,WANNABE,1626,148,5.0,46
did:plc:5eztf2gslokfayy2usqqvrbd,WANNABE,1626,317,2.9289340101522843,197
did:plc:v4ivuzof3ig2zuqoxxkbefcq,WANNABE,1626,928,1.5433555669574142,1949
did:plc:6ijiiakvx4wlpxbau56rvnxh,WANNABE,1625,81,1.4215246636771302,223
did:plc:jid4da3qlrhwlmnxxgqimibg,WANNABE,1625,478,13.58490566037736,53
did:plc:a6hi77n37lundttgzzelygkg,WANNABE,1625,1601,4.897435897435898,468
did:plc:xml7hieiakogcf7dhjihhhxq,WANNABE,1624,481,3.931216931216931,189
did:plc:iahcraxhmeddh36nr7urjsuv,WANNABE,1623,1453,5.891364902506964,359
did:plc:siforsjtdttp33k4bkxdg7xm,WANNABE,1623,8710,8.878302642113692,1249
did:plc:o4ihs7myvaldh7rrtcbsgpue,WANNABE,1623,440,6.76595744680851,94
did:plc:abtejbn36k7ejuvtssf4ds5m,WANNABE,1623,1695,4.952941176470588,595
did:plc:q45eymlejsjbxlbu3pgii365,WANNABE,1622,15697,7.55254877281309,3178
did:plc:unzlvhdnnje2o6fzqitg3qjl,OTHER,1621,358,142.33333333333334,3
did:plc:fzewgmbsbwbxh3wisal64h2m,WANNABE,1621,9402,6.193726937269373,2168
did:plc:t3ybkiicxvv5324wy4adw2ib,WANNABE,1621,78,2.7818181818181817,55
did:plc:jxv2v7eqb4ttapy4sjrygcyk,WANNABE,1621,4571,9.37864077669903,618
did:plc:m7l5oy3eb5hqiq7rv2g4inxz,WANNABE,1620,5649,43.172413793103445,145
did:plc:4r47i4nrqnhurfcmnfkxbwzj,WANNABE,1620,52,2.511627906976744,43
did:plc:odlwky4wxshkp2t6atijslzh,WANNABE,1620,1693,1.9409804854831032,2101
did:plc:rsry7qz3yxwlslyr3i47sagv,WANNABE,1620,181,3.257425742574257,101
did:plc:hra4te6l4havdt4bp33qnkgt,WANNABE,1619,623,2.793503480278422,431
did:plc:czdkx26yq7e2pgxyrf6lb2jx,WANNABE,1619,2676,2.539896373056995,1930
did:plc:62imeymg4sytxvwcx3zgo2ce,WANNABE,1619,11,1.4242424242424243,33
did:plc:lnkzjffiy5wixgwmsofsr65z,WANNABE,1619,20,2.7142857142857144,14
did:plc:nmvatxh4p3d4azda32sbhze6,WANNABE,1618,5152,3.876323387872955,2078
did:plc:deizyi6nyp3ozgtmpfdsfgjp,WANNABE,1618,69,2.588235294117647,68
did:plc:vuru63ttclw24pd752ahpm2t,WANNABE,1617,1990,3.205691056910569,1230
did:plc:npyca2j4m2hwwlzin425akxu,WANNABE,1617,662,16.869565217391305,46
did:plc:kpnkbs4ouf77csbx374rxbjy,WANNABE,1617,600,3.704545454545455,264
did:plc:ae2mh6dmt7lgnpebdo34izsb,WANNABE,1617,287,4.028846153846154,104
did:plc:atzncpev2b7fj5tshdu5pg23,WANNABE,1617,3170,3.4804318488529016,1482
did:plc:dibbrksdzievd2kl6xor5xsi,WANNABE,1617,1035,3.029051987767584,654
did:plc:2nu56bazn4emaqj7c3jatj6s,WANNABE,1616,186,2.6666666666666665,126
did:plc:5acgmv7rdjwnkogmolh3jlxb,WANNABE,1616,4785,5.92530345471522,1071
did:plc:ribah5xy4f6zf6zn4egh4bjw,WANNABE,1616,15727,31.13258785942492,626
did:plc:axovsh7btyzfbm2ioddudfla,WANNABE,1615,88,3.136363636363636,44
did:plc:avoxu7ixmbb4ygnazqvplnbo,WANNABE,1615,18864,12.368346679227509,2123
did:plc:ablixexljyek2idofwgrcxal,WANNABE,1613,348,1.8309572301425665,491
did:plc:ys65u5driee7oavupibn7vop,WANNABE,1613,1449,3.35,840
did:plc:dpfhg43he3yfmartvwdsjlwn,WANNABE,1613,1461,2.393676379417235,1613
did:plc:fvvxfnuexdchhhdwmzj2jlll,WANNABE,1613,18,3.4,10
did:plc:ii4w5yn7lypscp3ula5cy3or,WANNABE,1613,9259,6.203381869422264,2129
did:plc:yxmlfrgkqrv7nh3bdateprmo,WANNABE,1613,1814,9.228215767634854,241
did:plc:hlchta7bwmobyum375ltycg5,WANNABE,1612,1896,2.8633333333333333,1500
did:plc:l5xcppjauoivm62wb6avdkqa,WANNABE,1612,445,9.535714285714286,56
did:plc:2ucgkhj632mk4z6x2qp6otrz,WANNABE,1612,4432,8.709902370990237,717
did:plc:jxhnagm6ckf2h22hrf7zrgqw,WANNABE,1611,155,2.883495145631068,103
did:plc:xq7knntgk4uudxm726cbhkzr,WANNABE,1611,5877,5.536088834053054,1621
did:plc:7qmt3dryjgncaufair276rrz,WANNABE,1610,7164,11.30040595399188,739
did:plc:r3m2qtpyuosdeo5sv2mzqn55,WANNABE,1608,15540,17.10625,1120
did:plc:ikkzzavuvkfdaqiglgwchjmk,WANNABE,1608,49,3.208333333333333,24
did:plc:4wagnviqszco5yy37lzgggl3,WANNABE,1608,34210,15.202243125904486,2764
did:plc:y3peyjeqipf2ijk77tilfz7w,WANNABE,1608,4921,3.4906400966183573,3312
did:plc:noyvb6xxjpa5pl3ndp2jrs3g,WANNABE,1607,5669,7.781762295081967,976
did:plc:5wv42hjlutwgliie4vxpbgu5,WANNABE,1607,3262,8.558762886597938,485
did:plc:i2pq3qnu65ryirockegngav7,WANNABE,1606,1285,2.9855072463768115,759
did:plc:ljemiabym6pto5y62oxstz76,WANNABE,1605,354,11.35,40
did:plc:z3gfryjo2gri6eizobnlygx5,WANNABE,1605,1130,5.784905660377358,265
did:plc:4oxpphdgb45oewcdkjv5wu46,WANNABE,1605,5601,3.468538926413082,2813
did:plc:km4m4j3wfpl2swgak4q3ittf,WANNABE,1603,1654,2.3529776674937963,1612
did:plc:7rkqy3m7ufogtcfsl6fwv63v,WANNABE,1603,1954,4.800670016750419,597
did:plc:6vsbeypbpslzqksdeweovcoi,WANNABE,1601,293,2.6619718309859155,213
did:plc:4bha2j53jojncpjceizdhatx,WANNABE,1601,1830,2.8452481076534903,1189
did:plc:hrf2xp6erp7z7th53h7iwho2,WANNABE,1601,419,1.7994389901823282,713
did:plc:iw6syn6gbotq24vdk3hmn74l,WANNABE,1601,5903,17.02123142250531,471
did:plc:og2i6xswzcxavoynwrmdbk6j,WANNABE,1601,212,3.173076923076923,104
did:plc:ifyxesdcjo7arrw6gpixlokc,WANNABE,1601,6399,3.680560420315236,2855
did:plc:6mysgx5obovealtcwp7xckug,WANNABE,1601,77,1.924812030075188,133
did:plc:ahr7627sokhwwg6t6xo3luug,WANNABE,1600,2041,4.167785234899329,745
did:plc:azztsozf7xeey6m63zvss2mj,WANNABE,1600,2667,4.8088235294117645,884
did:plc:22b4yyri7tguqjxlrxi7522j,WANNABE,1598,265,1.4891041162227605,826
did:plc:5bblgce46epzkwdfswp2vlum,WANNABE,1598,6628,12.075036075036076,693
did:plc:rgpzi6wuwzo6zgaacqalkqnp,WANNABE,1598,3651,53.24,75
did:plc:m6t2pbrwmhi6lahzilcwsvim,WANNABE,1598,143,1.7165991902834008,247
did:plc:zjkmcoqu6a7vs4htszbg5zpw,WANNABE,1597,123,2.53125,96
did:plc:l3yxtwsygapyd3y7bw3tyuns,WANNABE,1596,3874,5.341978866474544,1041
did:plc:ycmmkhedzr5b5kergo6lheus,WANNABE,1596,189,2.3313253012048194,166
did:plc:7jwra6sdqho2p7435t7x4zlm,WANNABE,1596,3139,4.569587628865979,1164
did:plc:mk7qlghvwdjjayu5x3bo3lx2,WANNABE,1595,4889,10.303543913713405,649
did:plc:y3tofyq24br7k6cjhe2iz4on,WANNABE,1595,496,11.3,60
did:plc:3sqwa72xwbd5ospbexqa3ouw,WANNABE,1594,109,2.712328767123288,73
did:plc:u667bb3vgibegelbrralcbtx,WANNABE,1594,260,2.6069651741293534,201
did:plc:g4okmhox4jn5eh6hlcxqw4d5,WANNABE,1594,513,3.700440528634361,227
did:plc:qanhcndmsddz65xdxe5wkxg3,WANNABE,1593,396,2.463636363636364,330
did:plc:vexitr3c67jxwsgj7mopwr65,WANNABE,1593,1654,2.396358543417367,1428
did:plc:vgzphao7srfgnv7ucr4hbrub,WANNABE,1593,9596,5.8630573248407645,2512
did:plc:k37pqxvv2srfdeoaclycrevc,WANNABE,1592,922,3.7096774193548394,403
did:plc:xnwffsvqkixm4d6nlhbm7bps,WANNABE,1592,1764,2.642857142857143,1218
did:plc:e655r7n3xs56nv2jjwznsmbv,WANNABE,1592,7568,7.57451403887689,1389
did:plc:i2eeyhfhln72ltoy73dwipvw,WANNABE,1592,1510,6.187878787878788,330
did:plc:vnhqh7qgmdaoefjalkqqztaa,WANNABE,1592,2471,22.307692307692307,130
did:plc:greabvx5mphkkh3zj3euurxr,WANNABE,1591,1044,13.049504950495049,101
did:plc:qydv26rqe7ch3qdk3ysrdpsh,WANNABE,1591,18680,8.48572366261897,3047
did:plc:2bp7ofzrqleoqyxopfx3plkx,WANNABE,1591,9270,34.454081632653065,392
did:plc:xawh4ln6nb6unfg5klg3dyvy,WANNABE,1590,8098,6.595978062157221,1641
did:plc:t76ryhh2kt6r7g6igpx7iixa,WANNABE,1590,5682,7.286569717707442,1169
did:plc:cb76mgyxc3mqax5cp2vsd4xb,WANNABE,1590,4916,9.823357664233576,685
did:plc:t3mx63ibmhqaf7jlff4irvpl,WANNABE,1590,771,3.61046511627907,344
did:plc:gc4x7qeosubis4ek3kd63nn5,WANNABE,1589,138,3.87037037037037,54
did:plc:s25izyxgd5jehbr4xd75nssa,WANNABE,1589,1690,3.3025125628140706,995
did:plc:zvrcuvsnvdcbbxdajaxmumh6,WANNABE,1589,2024,21.6605504587156,109
did:plc:xk76bt7mgcwa7pyjhxi7rkn7,WANNABE,1589,1383,5.315521628498728,393
did:plc:bu2ybjlja2wjgoo7zdi3qg24,WANNABE,1587,876,17.133333333333333,60
did:plc:5ke67jhvqncc5wrri4h2hjth,WANNABE,1587,2484,3.039482641252553,1469
did:plc:xdbxw5yw4v2kdlhr7tv5avdv,WANNABE,1587,952,5.884462151394422,251
did:plc:l662ydelsvxioq3cbuyiakr4,WANNABE,1587,276,1.8984375,512
did:plc:jzf74bdat3wm4rkhgau77xo7,WANNABE,1586,4772,2.9653832567997176,2831
did:plc:ysyxih3tfrkoxkoor5hcly5t,WANNABE,1586,6833,31.53767123287671,292
did:plc:uuscladuzspgwjsjugedbrfj,WANNABE,1586,2974,5.15071507150715,909
did:plc:za3tbyuaamweabzplv2xfq6c,WANNABE,1585,3926,12.496103896103897,385
did:plc:kxxdmclty7z7w2lw6i3qy4du,WANNABE,1585,1835,15.506410256410255,156
did:plc:srhjfjn22mkqac54usjibsoi,WANNABE,1585,142,5.638888888888889,36
did:plc:wmadl4chumu6uyt75e23t6pj,WANNABE,1584,128,3.689655172413793,58
did:plc:dglgyw355kjdtf456yxyxvdg,WANNABE,1584,45,1.9827586206896552,58
did:plc:pogbuc2367ijdnnvngz4hi3t,WANNABE,1584,7910,5.909042553191489,1880
did:plc:zedzlqcouknxxcajj5njxzfi,WANNABE,1584,22187,28.37695749440716,894
did:plc:nvzvphlvsdqy2npaph7pjqlt,WANNABE,1583,189,2.61744966442953,149
did:plc:wkdbtyhrvfkw4bonbcfho6p6,WANNABE,1583,516,3.1773049645390072,282
did:plc:g57fejl7dh5fhnqy4wuq64ja,WANNABE,1583,6496,12.795811518324609,573
did:plc:llawhlsk6ael4olwo5xidtm6,WANNABE,1583,5908,14.845360824742269,485
did:plc:4jhtx5ka2wruppzsn6evfrvq,WANNABE,1582,5739,7.333892617449664,1192
did:plc:psxqvphhzccmqz7fwf3hu2b5,WANNABE,1582,2558,24.78358208955224,134
did:plc:fbh4nor3nvzjme6s7vfkxflz,WANNABE,1582,7569,6.861355081555835,1594
did:plc:bwkjgnfyo3pz6bgwwdcqvotl,WANNABE,1580,1842,12.00438596491228,228
did:plc:ikhamm6zxx2jptsa45lxomqm,WANNABE,1580,1087,5.077956989247312,372
did:plc:ewj3jil3zdzp2qqfmrmjhcee,WANNABE,1580,239,2.043010752688172,279
did:plc:2sar4nxgmyg2vsjufr3tt5iv,WANNABE,1578,2902,4.191335740072202,1108
did:plc:xt6fr4ezeiu5fkuay6usbh6y,WANNABE,1578,648,2.981609195402299,435
did:plc:5ba4xjopjme4c4u7kuv23gss,WANNABE,1578,6448,79.68604651162791,86
did:plc:wmtj72jws42ssqs7wg2kg6c3,WANNABE,1578,1718,9.209205020920502,239
did:plc:uccmksqrb53uz4ar57cleh53,WANNABE,1578,32,4.416666666666667,12
did:plc:lxozhcuyitz2623gqdzqaxf6,OTHER,1578,3,2.333333333333333,3
did:plc:kx24oo6kgvs2iikfkzd33rzl,WANNABE,1576,2742,8.071574642126789,489
did:plc:3cxzamdnw5zb34nzbwsw562n,WANNABE,1576,499,3.506276150627615,239
did:plc:r6rzsoj6bbysdyqom562mm5x,WANNABE,1576,8900,10.20675105485232,1185
did:plc:vzrdlqxmvznm3avxem6xgzom,WANNABE,1575,846,4.614232209737827,267
did:plc:v35wujeac6w33w4qmia3nmjg,WANNABE,1575,2626,5.661786237188872,683
did:plc:6o6t4fjkol5jppqwte57qv7z,WANNABE,1575,645,3.0,367
did:plc:itwromjjfcwzqn3hx4awjffz,WANNABE,1574,1311,16.11340206185567,97
did:plc:2ra3b7qm3qnmx3jiz2bliaf4,WANNABE,1574,14339,6.109172932330827,3325
did:plc:4galjitfr47mbwn6pujzlntf,WANNABE,1574,256,2.55,260
did:plc:zd32acoar46q7zra5aegqwjg,WANNABE,1574,5713,5.332430602572782,1477
did:plc:kubt7jl5zqtewdifqvmiewmk,WANNABE,1573,6100,4.4145658263305325,2142
did:plc:tjeft5t353fkbmohccpvxzet,WANNABE,1573,55,2.22,50
did:plc:r2otjc5o7zdpwwiepysvg5qr,WANNABE,1573,7612,10.205208333333331,960
did:plc:4gjshc4hio2v7o56w44qrhjs,WANNABE,1573,448,4.082802547770701,157
did:plc:xu4bb6qjr5m7p5pr77aw5ozp,WANNABE,1573,8731,5.734505494505495,2275
did:plc:ouz4ny6zc6k7dprt5naikq22,WANNABE,1572,52,3.619047619047619,21
did:plc:5mzw74vt47sp3oomsmlss7ii,WANNABE,1572,931,4.090185676392573,377
did:plc:ozzh5gdme2iprrk4yfxduold,WANNABE,1570,1963,2.727272727272727,1375
did:plc:2urhomgq5ryteqi6eignthhw,WANNABE,1570,61424,24.375077881619937,3210
did:plc:nv5hoopxwvjk76flssftvedy,WANNABE,1570,1941,9.334558823529411,272
did:plc:btzzllmksr4hmjdb6hbs4hpi,WANNABE,1570,5739,6.636704119850188,1335
did:plc:tlz6wjsogcme5larudw7snkc,WANNABE,1570,2567,8.043147208121827,394
did:plc:n4zbtuzkxjyzd5ktym4dpcu4,WANNABE,1569,1939,2.075102880658436,1944
did:plc:pibt2wjgn3yadbqv5uw343wb,WANNABE,1568,2605,3.647756138865368,1181
did:plc:lcy7u4rgz4y6j2und3uy2dej,WANNABE,1568,6702,6.353182751540041,1461
did:plc:zkor2io7wlhm2c5h34cd4tx7,WANNABE,1568,10203,6.1727042965459145,2374
did:plc:qd4rj4rqwsj6qoxox6lqjwvf,WANNABE,1567,2581,4.93279258400927,863
did:plc:f37epxm6ry2wzzavox4fvgou,WANNABE,1566,355,2.888,250
did:plc:ekzwptbgxrsg3uoq26cucye7,WANNABE,1566,83,2.151898734177215,79
did:plc:krw2cdx5szi5xfkmbn24rovj,WANNABE,1565,94,3.682926829268293,41
did:plc:xjkub5pk2xm4wfx3nqegy6jq,WANNABE,1565,91,5.115384615384615,26
did:plc:qus3nmzpkn22gskp7ge7qorp,WANNABE,1565,904,6.165829145728643,199
did:plc:tw3th33wwhhc4cirrikozuxt,WANNABE,1565,374,4.7207207207207205,111
did:plc:4vimu2axytpiglc2yrgjec5u,WANNABE,1565,326,6.72972972972973,74
did:plc:qzkco5esx3uzjba7uknvyzu2,WANNABE,1564,245,5.044117647058823,68
